Generic Name,Brand Names,DrugBank Accession Number,Summary,Background,Weight,Chemical Formula
Timolol,"Azarga, Betimol, Combigan, Cosopt, Duotrav, Istalol, Timoptic, Xalacom",DB00373,Timololis a non-selective beta adrenergic blocker used in the treatment of elevated intraocular pressure in ocular hypertension or open angle glaucoma.,"Timolol is a nonselective beta-adrenergic antagonist given in an eye drop solution to reduce intraocular pressure, or pressure in the eyes.16It is also used in tablet form as a drug to treat hypertension.17Timolol was first approved by the FDA in 1978.16This drug is marketed by several manufacturers20and is an effective agent for the management of conditions such as open-angle glaucoma and hypertension.",Average: 316.42Monoisotopic: 316.156911344,C13H24N4O3S
Atovaquone,"Malarone, Mepron",DB01117,Atovaquoneis an antimicrobial indicated for the prevention and treatment of Pneumocystis jirovecii pneumonia (PCP) and for the prevention and treatment of Plasmodium falciparum malaria.,"Atovaquone is a hydroxynaphthoquinone, or an analog of ubiquinone, that has antimicrobial and antipneumocystis activity. It is being used in antimalarial protocols.",Average: 366.837Monoisotopic: 366.102272181,C22H19ClO3
Imatinib,"Gleevec, Glivec",DB00619,"Imatinibis a tyrosine kinase inhibitor used to treat a number of leukemias, myelodysplastic/myeloproliferative disease, systemic mastocytosis, hypereosinophilic syndrome, dermatofibrosarcoma protuberans, and gastrointestinal stromal tumors.","Imatinib is a small molecule kinase inhibitor that revolutionized the treatment of cancer, particularly chronic myeloid leukemia, in 2001.10It was deemed a ""miracle drug"" due to its clinical success, as oncologist Dr. Brian noted that ""complete hematologic responses were observed in 53 of 54 patients with CML treated with a daily dosage of 300 mg or more and typically occurred in the first four weeks of therapy"".12. The discovery of imatinib also established a new group of therapy called ""targeted therapy"", since treatment can be tailored specifically to the unique cancer genetics of each patient.17Imatinib was approved on February 1st ,2001 by the FDA and November 7th, 2001 by the EMA; however, its European approval has been withdrawn in October 2023.13,18,19",Average: 493.6027Monoisotopic: 493.259008649,C29H31N7O
Nivolumab,"Opdivo, Opdualag",DB09035,"Nivolumabis a PD-1 blocking antibody used to treat melanoma, non small-cell lung cancer, renal cell cancer, head and neck cancer, and Hodgkin lymphoma.","Nivolumab is a fully human IgG4 antibody targeting the immune checkpoint programmed death receptor-1 (PD-1).6This antibody was produced entirely in mice and grafted onto human kappa and IgG4 Fc region with the mutationS228Pfor additional stability and reduced variability.5It was developed by Bristol Myers Squibb.6Nivolumab was granted FDA approval on 22 December 2014.6It is also available in combination withrelatlimabunder the brand name Opdualag.11,13,14",,
Enalaprilat,,DB09477,Enalaprilatis an antihypertensive agent used for the management of hypertension when oral therapy is not practical.,"Enalaprilat is the active metabolite of the orally available pro-drug,enalapril. Used in the treatment of hypertension, enalapril is an ACE inhibitor that prevents Angiotensin Converting Enzyme (ACE) from transforming angiotensin I into angiotensin II. As angiotensin II is responsible for vasoconstriction and sodium reabsorption in the proximal tubule of the kidney, down-regulation of this protein results in reduced blood pressure and blood fluid volume. Enalaprilat was originally created to overcome the limitations of the first ACE inhibitor, captopril, which had numerous side effects and left a metallic taste in the mouth. Removal of the problematic thiol group from captopril resulted in enalaprilat, which was then modified further with an ester to create the orally available pro-drug enalapril.Enalaprilat is poorly orally available and is therefore only available as an intravenous injection for the treatment of hypertension when oral therapy is not possible.",Average: 348.3936Monoisotopic: 348.168521888,C18H24N2O5
Dacarbazine,,DB00851,Dacarbazineis an antineoplastic agent used to treat malignant melanoma and Hodgkin's disease.,"An antineoplastic agent. It has significant activity against melanomas. (from Martindale, The Extra Pharmacopoeia, 31st ed, p564). Dacarbazine with Oblimersen is in clinical trials for the treatment of malignant melanoma.",Average: 182.187Monoisotopic: 182.091608966,C6H10N6O
Salicylic acid,"Actikerall, Bensal, Bioelements Active Astringent, Cantharone Plus, Clearasil, Diprosalic, Keralyt, Salex, Saliject, Salinocaine, Salvax, Ultrasal, Virasal",DB00936,"Salicylic acidis an acid used to treat acne, psoriasis, calluses, corns, keratosis pilaris, and warts.","A compound obtained from the bark of the white willow and wintergreen leaves, and also prepared synthetically. It has bacteriostatic, fungicidal, and keratolytic actions. Its salts, the salicylates, are used as analgesics.",Average: 138.1207Monoisotopic: 138.031694058,C7H6O3
Diclofenac,"Aleve Arthritis Pain, Arthrotec, Cambia, Cataflam, Flector, Licart, Lofena, Pennsaid, Previdolrx Analgesic Pak, Salonpas Pain Relieving Patch, Solaraze, Voltaren, Voltaren Emulgel, Zipsor, Zorvolex",DB00586,Diclofenacis an NSAID used to treat the signs and symptoms of osteoarthritis and rheumatoid arthritis.,"Diclofenac is a phenylacetic acid derivative and non-steroidal anti-inflammatory drug (NSAID).LabelNSAIDs inhibit cyclooxygenase (COX)-1 and-2 which are the enzyme responsible for producing prostaglandins (PGs). PGs contribute to inflammation and pain signalling. Diclofenac, like other NSAIDs, is often used as first line therapy for acute and chronic pain and inflammation from a variety of causes. Diclofenac was the product of rational drug design based on the structures ofphenylbutazone,mefenamic acid, andindomethacin.12The addition of two chlorine groups in the ortho position of the phenyl ring locks the ring in maximal torsion which appears to be related to increased potency. It is often used in combination withmisoprostolto prevent NSAID-induced gastric ulcers. Diclofenac was first approved by the FDA in July 1988 under the trade name Voltaren, marketed by Novartis (previously Ciba-Geigy).18",Average: 296.149Monoisotopic: 295.016684015,C14H11Cl2NO2
Betaine,"Amversio, Cystadane, EnBrace HR, EnLyte",DB06756,Betaineis a methyl group donor used for the treatment of homocystinuria to decrease elevated homocysteine blood levels.,"Betaine is a methyl group donor that functions in the normal metabolic cycle of methionine. It is a naturally occurring choline derivative commonly ingested through diet, with a role in regulating cellular hydration and maintaining cell function.3,4Homocystinuria is an inherited disorder that leads to the accumulation of homocysteine in plasma and urine. Currently, no treatments are available to correct the genetic causes of homocystinuria. However, in order to normalize homocysteine levels, patients can be treated with vitamin B6 (pyridoxine), vitamin B12 (cobalamin),folateand specific diets.7Betaine reduces plasma homocysteine levels in patients with homocystinuria.5Although it is present in many food products, the levels found there are insufficient to treat this condition. The FDA and EMA have approved the product Cystadane (betaine anhydrous, oral solution) for the treatment of homocystinuria,5,7and the EMA has approved the use of Amversio (betaine anhydrous, oral powder).6",Average: 117.1463Monoisotopic: 117.078978601,C5H11NO2
Cefazolin,,DB01327,"Cefazolinis a broad-spectrum cephalosporin antibiotic mainly used for the treatment of skin bacterial infections and other moderate to severe bacterial infections in the lung, bone, joint, stomach, blood, heart valve, and urinary tract.",A semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. It attains high serum levels and is excreted quickly via the urine.,Average: 454.507Monoisotopic: 454.030013046,C14H14N8O4S3
Coenzyme M,Uromitexan,DB09110,Coenzyme Mis a uroprotective agent used for the reduction and prophylaxis of oxazaphosphorine-induced toxicity in the urinary tract.,"Coenzyme M (commonly known by its salt form, Mesna) is a synthetic sulfhydryl (thiol) compound and is used for prophylaxis of Ifosfamide and cyclophosphamide induced hemorrhagic cystitis.2",Average: 142.197Monoisotopic: 141.975835438,C2H6O3S2
gamma-Hydroxybutyric acid,Xywav,DB01440,,"Gamma hydroxybutyric acid, commonly abbreviated GHB, is a therapeutic drug which is illegal in multiple countries. It is currently regulated in the US and sold by Jazz Pharmaceuticals under the name Xyrem. However, it is important to note that GHB is a designated Orphan drug (in 1985). Today Xyrem is a Schedule III drug; however GHB remains a Schedule I drug and the illicit use of Xyrem falls under penalties of Schedule I. GHB is a naturally occurring substance found in the central nervous system, wine, beef, small citrus fruits and almost all other living creatures in small amounts. It is used illegally under the street names Juice, Liquid Ecstasy or simply G, either as an intoxicant, or as a date rape drug. Xyrem is a central nervous system depressant that reduces excessive daytime sleepiness and cataplexy in patients with narcolepsy.",Average: 104.1045Monoisotopic: 104.047344122,C4H8O3
Dexrazoxane,"Cardioxane, Savene, Totect, Zinecard",DB00380,Dexrazoxaneis a cytoprotective drug used to prevent and improve cardiomyopathy associated with doxorubicin treatment for metastatic breast cancer.,"An antimitotic agent with immunosuppressive properties. Dexrazoxane, the (+)-enantiomorph of razoxane, provides cardioprotection against anthracycline toxicity. It appears to inhibit formation of a toxic iron-anthracycline complex. [PubChem]
The Food and Drug Administration has designated dexrazoxane as an orphan drug for use in the prevention or reduction in the incidence and severity of anthracycline-induced cardiomyopathy.",Average: 268.2691Monoisotopic: 268.11715502,C11H16N4O4
Norgestrel,"Cryselle 28, Elinest 28 Day, Lo/ovral 28 Day, Low-ogestrel 28 Day, Turqoz 28 Day",DB09389,Norgestrelis a progestin used in combination with ethinyl estradiol for oral contraception and prevention of pregnancy in women.,"Norgestrel is synthetic steroidal progestin that is used in combination with ethinyl estradiol for oral contraception. Norgestrel is composed of a racemic mixture of two stereoisomers, dextronorgestrel and levonorgestrel. However, only the levorotary enantiomer (levonorgestrel) is biologically active.",Average: 312.453Monoisotopic: 312.208930142,C21H28O2
Prilocaine,"Agoneaze, Anodyne Lpt, Citanest, Citanest Forte, Dermacinrx Prikaan, Emla, Fortacin, Lido Bdk, Lido-prilo Caine Pack, Lidopril, Oraqix, Prilolid, Prizotral, Relador",DB00750,Prilocaineis a local anesthetic used in dental procedures.,"A local anesthetic that is similar pharmacologically to lidocaine. Currently, it is used most often for infiltration anesthesia in dentistry. (From AMA Drug Evaluations Annual, 1992, p165)",Average: 220.3107Monoisotopic: 220.157563272,C13H20N2O
Tapentadol,Nucynta,DB06204,"Tapentadolis an opioid used to manage severe pain that has not responded to non-opioid medications, and for which opioid analgesic therapy is appropriate.","Tapentadol is a centrally-acting synthetic analgesic with a dual mechanism of action. It is a mu-opioid receptor agonist that also inhibits norepinephrine reuptake.2,3Tapentadol was first approved by the FDA on November 20, 2008. The extended-release formulation of tapentadol was also approved by the FDA on August 26, 2011.6Used in the management of pain, tapentadol is typically reserved for patients who have limited alternative treatment options.",Average: 221.3385Monoisotopic: 221.177964363,C14H23NO
Metoclopramide,"Gimoti, Reglan",DB01233,"Metoclopramideis an antiemetic agent and dopamine D2 antagonist used in the treatment of gastroesophageal reflux disease, prevention of nausea and vomiting, and to stimulate gastric emptying.","Diabetic gastroparesis is a condition that causes frequent nausea and vomiting, which has a negative impact on quality of life and poses a significant burden on the healthcare system.6Metoclopramide is a dopamine antagonist used to treat nausea and vomiting that may be associated with diabetic gastroparesis in addition to gastroesophageal reflux disease (GERD). It can also be used to prevent nausea or vomiting associated with chemotherapy or certain surgical or diagnostic procedures.19One unique property of this drug is that it does not increase gastric acid secretion. It is available in the oral tablet form or in solution, and can also be administered through the intravenous route.17Metoclopramide was initially approved by the FDA in 1980.5",Average: 299.796Monoisotopic: 299.14005467,C14H22ClN3O2
Pyridoxine,"Alertonic, Animi-3 With Vitamin D, Bonjesta, Citranatal B-calm Kit, Citranatal Harmony, Concept Ob, Diclectin, Diclegis, Folbic, Foltabs, Fortaplex, Infuvite, Infuvite Pediatric, Irospan 24/6 Kit, Isotamine B, Mvc-fluoride, Mvi Pediatric, Natafort, Neo-bex, Pregvit, Tandem Plus, Vitafol-one",DB00165,Pyridoxineis a vitamin used to correct vitamin B6 deficiency and to treat nausea during pregnancy.,"Pyridoxine is the 4-methanol form of vitamin B6, an important water-soluble vitamin that is naturally present in many foods. As its classification as a vitamin implies, Vitamin B6 (and pyridoxine) are essential nutrients required for normal functioning of many biological systems within the body. While many plants and microorganisms are able to synthesize pyridoxine through endogenous biological processes, animals must obtain it through their diet.More specifically, pyridoxine is converted to pyridoxal 5-phosphate in the body, which is an important coenzyme for synthesis of amino acids, neurotransmitters (serotonin, norepinephrine), sphingolipids, and aminolevulinic acid. It's important to note that Vitamin B6 is the collective term for a group of three related compounds, pyridoxine, pyridoxal, and pyridoxamine, and their phosphorylated derivatives, pyridoxine 5'-phosphate, pyridoxal 5'-phosphate and pyridoxamine 5'-phosphate. Although all six of these compounds should technically be referred to as vitamin B6, the term vitamin B6 is commonly used interchangeably with just one of them, pyridoxine1.Vitamin B6, principally in its biologically active coenzyme form pyridoxal 5'-phosphate, is involved in a wide range of biochemical reactions, including the metabolism of amino acids and glycogen, the synthesis of nucleic acids, hemogloblin, sphingomyelin and other sphingolipids, and the synthesis of the neurotransmitters serotonin, dopamine, norepinephrine and gamma-aminobutyric acid (GABA)2.Pyridoxine is used medically for the treatment of vitamin B6 deficiency and for the prophylaxis of isoniazid-induced peripheral neuropathy (due toIsoniazid's mechanism of action which competitively inhibits the action of pyridoxine in the above-mentioned metabolic functions). It is also used in combination withDoxylamine(as the commercially available product Diclectin) for the treatment of nausea and vomiting in pregnancy.",Average: 169.1778Monoisotopic: 169.073893223,C8H11NO3
Brompheniramine,"Bromfed DM, Lodrane D, M-end PE, Mar-cof BP",DB00835,"Brompheniramineis a histamine H1 antagonist used to treat coughs, upper respiratory symptoms, and nasal congestion associated with allergies and the common cold.","Histamine H1 antagonist used in treatment of allergies, rhinitis, and urticaria.",Average: 319.239Monoisotopic: 318.073161265,C16H19BrN2
Vemurafenib,Zelboraf,DB08881,"Vemurafenibis a kinase inhibitor used to treat patients with Erdheim-Chester Disease who have the BRAF V600 mutation, and melanoma in patients who have the BRAF V600E mutation.","Vemurafenib is a competitive kinase inhibitor with activity against BRAF kinase with mutations like V600E.2It exerts its function by binding to the ATP-binding domain of the mutant BRAF.3Vemurafenib was co-developed by Roche and Plexxikon and it obtained its FDA approval on August 17, 2011, under the company Hoffmann La Roche. After approval, Roche in collaboration with Genentech launched a broad development program.8",Average: 489.922Monoisotopic: 489.072546264,C23H18ClF2N3O3S
Acitretin,Soriatane,DB00459,Acitretinis an oral retinoid used in the treatment of severe psoriasis.,An oral retinoid effective in the treatment of psoriasis. It is the major metabolite of etretinate with the advantage of a much shorter half-life when compared with etretinate.,Average: 326.4293Monoisotopic: 326.188194698,C21H26O3
Methylprednisolone,"Depo-medrol, Depo-medrol With Lidocaine, Hybrisil, Medrol, Medroloan Suik, Readysharp-p40, Readysharp-p80",DB00959,"Methylprednisoloneis a corticosteroid used to treat inflammation or immune reactions across a variety of organ systems, endocrine conditions, and neoplastic diseases.","Methylprednisolone is aprednisolonederivative glucocorticoid with higher potency thanprednisone.9It was first described in the literature in the late 1950s.9,10Methylprednisolone was granted FDA approval on 24 October 1957.12In the outbreak of COVID-19, low dose methylprednisolone-based therapy was successful in treating COVID-19-associated pneumonia in one patient with long-term immunosuppression.11The efficacy of methylprednisolone in novel coronavirus pneumonia is being investigated further in clinical trials.15",Average: 374.4706Monoisotopic: 374.20932407,C22H30O5
Somatostatin,,DB09099,"Somatostatinis a natural peptide hormone used to treat acute bleeding from esophageal varices, gastrointestinal ulcers, and gastritis; prevent pancreatic complications after surgery; and restrict secretions of the upper intestine, pancreas, and biliary tract.","Somatostatin, also known as growth hormone-inhibiting hormone, is a naturally-occurring peptide hormone of 14 or 28 amino acid residues9that regulates the endocrine system. It is secreted by the D cells of the islets to inhibit the release of insulin and glucagon, and is also generated in the hypothalamus, where it inhibits the release of growth hormone and thyroid-stimulating hormones from the anterior pituitary9. Somatostatin is initially secreted as a 116 amino acid precursor, preprosomatostatin, which undergoes endoproteolytic cleavage to prosomastatin. Prosomastatin is further process into two active forms, somatostatin-14 (SST-14) and somatostatin-28 (SST-28), an extended SST-14 sequence to the N-terminus1. The actions of somatostatin are mediated via signalling pathways of G protein-coupled somatostatin receptors.Antineoplastic effects and potential uses of somatostatin on various tumours, including pituitary adenomas, GEP-NETs, paragangliomas, carcinoids, breast cancers, malignant lymphoma and small-cell lung cancers, have been extensively investigated1. Somatostatin has been used in the clinical setting for the diagnosis of acromegaly and gastrointestinal tract tumours. Its analogues have been developed to achieve more favourable kinetics for efficiency use in the management of acute conditions, such as esophageal varices.Octreotideis a long-acting analogue of somatostatin that inhibits the release of a number of hormones, and is clinically used to relieve symptoms of uncommon gastroenteropancreatic endocrine tumours, as well as treat acromegaly9.",Average: 1637.9Monoisotopic: 1636.716655549,C76H104N18O19S2
Progesterone,"Bijuva, Crinone, Endometrin, Prochieve, Prometrium",DB00396,"Progesteroneis a hormone used for a variety of functions, including contraception, control of abnormal uterine bleeding, maintenance of pregnancy, and prevention of endometrial hyperplasia.","Progesterone is a hormone that occurs naturally in females, and is essential for endometrial receptivity, embryo implantation, and the successful establishment of pregnancy. A low progesterone concentration or an insufficient response to progesterone can cause infertility and pregnancy loss7. Progesterone is used in various contraceptive preparations to prevent ovulation and fertilization15,8as well as in other formulations to promote and support pregnancy. Please seeMedroxyprogesterone acetate,Megestrol acetate,DydrogesteroneandHydroxyprogesteroneentries for information on various other forms of progesterone.Pharmaceutical progesterone is made from a plant source as a starting material and is chemically identical to progesterone of human ovarian originLabel. Progesterone is available in gelatinized capsule form, vaginal gel form, tablet form, vaginal insert form, and injection form, all used for various purposesLabel,20,22,21,23.",Average: 314.4617Monoisotopic: 314.224580204,C21H30O2
Simvastatin,"Cholib, FloLipid, Simcor, Vytorin,Zocor",DB00641,Simvastatinis an HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular events including myocardial infarction and stroke.,"Simvastatin, also known as the brand name product Zocor, is a lipid-lowering drug derived synthetically from a fermentation product ofAspergillus terreus. It belongs to the statin class of medications, which are used to lower the risk of cardiovascular disease and manage abnormal lipid levels by inhibiting the endogenous production of cholesterol in the liver. More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,2which catalyzes the conversion of HMG-CoA to mevalonic acid and is the third step in a sequence of metabolic reactions involved in the production of several compounds involved in lipid metabolism and transport including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very low-density lipoprotein (VLDL). Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD, such as those with Type 2 Diabetes. The clear evidence of the benefit of statin use coupled with very minimal side effects or long term effects has resulted in this class becoming one of the most widely prescribed medications in North America.3,4Simvastatin and other drugs from the statin class of medications includingatorvastatin,pravastatin,rosuvastatin,fluvastatin, andlovastatinare considered first-line options for the treatment of dyslipidemia.3,4Increasing use of the statin class of drugs is largely due to the fact that cardiovascular disease (CVD), which includes heart attack, atherosclerosis, angina, peripheral artery disease, and stroke, has become a leading cause of death in high-income countries and a major cause of morbidity around the world.5Elevated cholesterol levels, and in particular, elevated low-density lipoprotein (LDL) levels, are an important risk factor for the development of CVD.3,16Use of statins to target and reduce LDL levels has been shown in a number of landmark studies to significantly reduce the risk of development of CVD and all-cause mortality.6,7,8,9,10,14Statins are considered a cost-effective treatment option for CVD due to their evidence of reducing all-cause mortality including fatal and non-fatal CVD as well as the need for surgical revascularization or angioplasty following a heart attack.3,4Evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within 5 years) statins cause a 20%-22% relative reduction in major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.11,12While all statin medications are considered equally effective from a clinical standpoint,rosuvastatinis considered the most potent; doses of 10 to 40mgrosuvastatinper day were found in clinical studies to result in a 45.8% to 54.6% decrease in LDL cholesterol levels, while simvastatin has been found to have an average decrease in LDL-C of ~35%.27,13,14,18Potency is thought to correlate to tissue permeability as the more lipophilic statins such as simvastatin are thought to enter endothelial cells by passive diffusion, as opposed to hydrophilic statins such aspravastatinandrosuvastatinwhich are taken up into hepatocytes through OATP1B1 (organic anion transporter protein 1B1)-mediated transport.15,20Despite these differences in potency, several trials have demonstrated only minimal differences in terms of clinical outcomes between statins.9",Average: 418.5662Monoisotopic: 418.271924326,C25H38O5
Lomustine,"Ceenu, Gleostine",DB01206,Lomustineis an alkylating agent used as a part of chemotherapeutic regimens for the treatment of primary and metastatic brain tumors as well as refractory or relapsed Hodgkin's disease in addition to surgical and/or radiotherapeutic treatments.,An alkylating agent of value against both hematologic malignancies and solid tumors.,Average: 233.695Monoisotopic: 233.093104478,C9H16ClN3O2
Dobutamine,,DB00841,Dobutamineis a beta-1 agonist used to treat cardiac decompensation in patients with organic heart disease or from cardiac surgery.,A beta-1 agonist catecholamine that has cardiac stimulant action without evoking vasoconstriction or tachycardia. It is proposed as a cardiotonic after myocardial infarction or open heart surgery.,Average: 301.3801Monoisotopic: 301.167793607,C18H23NO3
Magnesium sulfate,"Concept Ob, Suflave, Suprep Bowel Prep Kit, Tis-U-sol",DB00653,"Magnesium sulfateis a drug used to treat convulsions during pregnancy, nephritis in children, magnesium deficiency, and tetany.","A small colorless crystal used as an anticonvulsant, a cathartic, and an electrolyte replenisher in the treatment of pre-eclampsia and eclampsia. It causes direct inhibition of action potentials in myometrial muscle cells. Excitation and contraction are uncoupled, which decreases the frequency and force of contractions. (From AMA Drug Evaluations Annual, 1992, p1083)",Average: 120.368Monoisotopic: 119.936771076,MgO4S
Orlistat,"Alli, Xenical",DB01083,Orlistatis a reversible inhibitor of gastrointestinal lipases indicated for weight loss and weight maintenance.,"The global prevalence of obesity is increasing rapidly. Obesity-related complications lead to significant personal and economic burden by reducing quality of life and increasing the cost of healthcare. In some individuals, diet and exercise are insufficient to maintain weight loss, and pharmacological or surgical intervention is required.14Orlistat is a lipase inhibitor used in the treatment of obesity that works by inhibiting fat-metabolizing enzymes. It was approved by the FDA for use in combination with a reduced-calorie diet in 1999.15This drug is a generally well-tolerated and effective weight-loss aid and is now available in both over-the-counter16and prescription preparations, depending on the dosage quantity.15",Average: 495.7348Monoisotopic: 495.392373811,C29H53NO5
Cannabidiol,"Epidiolex, Sativex",DB09061,"Cannabidiolis an active cannabinoid used as an adjunctive treatment for the management of seizures associated with Lennox-Gastaut syndrome or Dravet syndrome and symptomatic relief of moderate to severe neuropathic pain or other painful conditions, like cancer.","Cannabidiol, or CBD, is one of at least 85 active cannabinoids identified within the Cannabis plant. It is a major phytocannabinoid, accounting for up to 40% of the Cannabis plant's extract, that binds to a wide variety of physiological targets of the endocannabinoid system within the body. Although the exact medical implications are currently being investigated, CBD has shown promise as a therapeutic and pharmaceutical drug target. In particular, CBD has shown promise as an analgesic, anticonvulsant, muscle relaxant, anxiolytic, antipsychotic and has shown neuroprotective, anti-inflammatory, and antioxidant activity, among other currently investigated uses6,5. CBD's exact place within medical practice is still currently hotly debated, however as the body of evidence grows and legislation changes to reflect its wide-spread use, public and medical opinion have changed significantly with regards to its usefulness in a number of medical conditions ranging from anxiety to epilepsy.From a pharmacological perspective, Cannabis' (and CBD's) diverse receptor profile explains its potential application for such a wide variety of medical conditions. Cannabis contains more than 400 different chemical compounds, of which 61 are considered cannabinoids, a class of compounds that act upon endogenous cannabinoid receptors of the body11. Cannabinoid receptors are utilized endogenously by the body through the endocannabinoid system, which includes a group of lipid proteins, enzymes, and receptors that are involved in many physiological processes. Through its modulation of neurotransmitter release, the endocannabinoid system regulates cognition, pain sensation, appetite, memory, sleep, immune function, and mood among many other bodily systems. These effects are largely mediated through two members of the G-protein coupled receptor family, cannabinoid receptors 1 and 2 (CB1 and CB2)12,8. CB1 receptors are found in both the central and peripheral nervous systems, with the majority of receptors localized to the hippocampus and amygdala of the brain. Physiological effects of using cannabis make sense in the context of its receptor activity as the hippocampus and amygdala are primarily involved with regulation of memory, fear, and emotion. In contrast, CB2 receptors are mainly found peripherally in immune cells, lymphoid tissue, and peripheral nerve terminals9.Tetrahydrocannabinol (THC) and cannabidiol (CBD) are two types of cannabinoids found naturally in the resin of the marijuana plant, both of which interact with the cannabinoid receptors that are found throughout the body. Although THC and CBD have been the most studied cannabinoids, there are many others identified to date including cannabinol (CBN), cannabigerol (CBG),Cannabidivarin(CBDV), andTetrahydrocannabivarin(THCV) that can be found within the medical cannabis10. While both CBD and THC are used for medicinal purposes, they have different receptor activity, function, and physiological effects. If not provided in their activated form (such as through synthetic forms of THC likeDronabinolorNabilone), THC and CBD are obtained through conversion from their precursors, tetrahydrocannabinolic acid-A (THCA-A) and cannabidiolic acid (CBDA), through decarboxylation reactions. This can be achieved through heating, smoking, vaporization, or baking of dried unfertilized female cannabis flowers.The primary psychoactive component of Cannabis, delta 9-tetrahydrocannabinol (Δ9-THC), demonstrates its effects through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors. This activity results in the well-known effects of smoking cannabis such as increased appetite, reduced pain, and changes in emotional and cognitive processes. In contrast to THC's weak agonist activity, CBD has been shown to act as a negative allosteric modulator of the cannabinoid CB1 receptor, the most abundant G-Protein Coupled Receptor (GPCR) in the body5. Allosteric regulation is achieved through the modulation of receptor activity on a functionally distinct site from the agonist or antagonist binding site which is clinically significant as direct agonists (such as THC) are limited by their psychomimetic effects such as changes to mood, memory, and anxiety5.In addition to the well-known activity on CB1 and CB2 receptors, there is further evidence that CBD also activates 5-HT1A/2A/3A serotonergic and TRPV1–2 vanilloid receptors, antagonizes alpha-1 adrenergic and µ-opioid receptors, inhibits synaptosomal uptake of noradrenaline, dopamine, serotonin and gamma-aminobutyric acid (GABA), and cellular uptake of anandamide, acts on mitochondria Ca2+ stores, blocks low-voltage-activated (T-type) Ca2+ channels, stimulates activity of the inhibitory glycine-receptor, and inhibits activity of fatty amide hydrolase (FAAH)1,2.CBD is currently available in Canada within a 1:1 formulation with tetrahydrocannbinol (THC) (as the formulation known as ""nabiximols"") as the brand name product Sativex. It is approved for use as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS). Sativex was also given a conditional Notice of Compliance (NOC/c) for use as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis and as adjunctive analgesic treatment for moderate to severe pain in adult patients with advanced cancer18.In April 2018, a Food and Drug Administration advisory panel unanimously recommended approval of Epidiolex (cannabidiol oral solution) for the treatment of two rare forms of epilepsy - Lennox-Gastaut syndrome and Dravet syndrome, which are among the two most difficult types of epilepsy to treat21,19. Epidiolex was granted Orphan Drug designation as well as Fast Track Approval from the FDA for further study in these hard to treat conditions. Notably, phase 3 clinical trials of Epidiolex have demonstrated clinically significant improvement in Lennox-Gastaut syndrome and Dravet syndrome20. On June 25th, 2018, Epidiolex was approved by the FDA to be the first CBD-based product available on the US market.",Average: 314.469Monoisotopic: 314.224580206,C21H30O2
Imatinib,"Gleevec, Glivec",DB00619,"Imatinibis a tyrosine kinase inhibitor used to treat a number of leukemias, myelodysplastic/myeloproliferative disease, systemic mastocytosis, hypereosinophilic syndrome, dermatofibrosarcoma protuberans, and gastrointestinal stromal tumors.","Imatinib is a small molecule kinase inhibitor that revolutionized the treatment of cancer, particularly chronic myeloid leukemia, in 2001.10It was deemed a ""miracle drug"" due to its clinical success, as oncologist Dr. Brian noted that ""complete hematologic responses were observed in 53 of 54 patients with CML treated with a daily dosage of 300 mg or more and typically occurred in the first four weeks of therapy"".12. The discovery of imatinib also established a new group of therapy called ""targeted therapy"", since treatment can be tailored specifically to the unique cancer genetics of each patient.17Imatinib was approved on February 1st ,2001 by the FDA and November 7th, 2001 by the EMA; however, its European approval has been withdrawn in October 2023.13,18,19",Average: 493.6027Monoisotopic: 493.259008649,C29H31N7O
Etoposide,"Etopophos, Vepesid",DB00773,Etoposideis a podophyllotoxin derivative used to treat testicular and small cell lung tumors.,"A semisynthetic derivative of podophyllotoxin that exhibits antitumor activity. Etoposide inhibits DNA synthesis by forming a complex with topoisomerase II and DNA. This complex induces breaks in double stranded DNA and prevents repair by topoisomerase II binding. Accumulated breaks in DNA prevent entry into the mitotic phase of cell division, and lead to cell death. Etoposide acts primarily in the G2 and S phases of the cell cycle.",Average: 588.5566Monoisotopic: 588.18429111,C29H32O13
